year,month_num,month_abb,chapter,commodity,value_thousand_usd
2025,7,Jul,7,Edible vegetables and certain roots and tubers.,25765.75128
2025,7,Jul,8,Edible fruits and nuts; peel of citrus fruit or melons.,37534.99065
2025,7,Jul,10,Cereals.,90444.44371
2025,7,Jul,25,"Salt; sulphur; earths and stone; plastering materials, lime and cement.",31454.60438
2025,7,Jul,39,Plastics and articles thereof.,38252.00062
2025,7,Jul,40,Rubber and articles thereof.,166852.1081
2025,7,Jul,42,"Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silk-worm gut).",200046.3314
2025,7,Jul,43,Furskins and artificial fur; manufactures thereof.,27460.96842
2025,7,Jul,44,Wood and articles of wood; wood charcoal.,44962.67976
2025,7,Jul,61,"Articles of apparel and clothing accessories, knitted or crocheted.",850418.8244
2025,7,Jul,62,"Articles of apparel and clothing accessories, not knitted or crocheted.",327231.3647
2025,7,Jul,63,Other made up textile articles; sets; worn clothing and worn textile articles; rags.,30344.63555
2025,7,Jul,64,"Footwear, gaiters and the like; parts of such articles.",183806.0233
2025,7,Jul,71,"Natural or cultured pearls, precious or semi-precious stones, precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin.",16648.86787
2025,7,Jul,74,Copper and articles thereof.,22915.51271
2025,7,Jul,84,"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof.",26650.94844
2025,7,Jul,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers, television image and sound recorders and reproducers, and parts and accessories of such articles.",138803.7555
2025,7,Jul,87,"Vehicles other than railway or tramway rolling-stock, and parts and accessories thereof.",69653.34228
2025,7,Jul,94,"Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; lamps and lighting fittings, not elsewhere specified or included; illuminated signs, illuminated name-plates and the like; prefabricated buildings.",242109.1463
2025,7,Jul,95,"Toys, games and sports requisites; parts and accessories thereof.",118341.1924
2025,7,Jul,99,Others,181708.1098
2025,6,Jun,7,Edible vegetables and certain roots and tubers.,25039.68265
2025,6,Jun,8,Edible fruits and nuts; peel of citrus fruit or melons.,31483.83648
2025,6,Jun,10,Cereals.,38784.4974
2025,6,Jun,20,"Preparations of vegetables, fruit, nuts or other parts of plants.",15308.87889
2025,6,Jun,23,Residues and waste from the food industries; prepared animal fodder.,15170.80243
2025,6,Jun,25,"Salt; sulphur; earths and stone; plastering materials, lime and cement.",30742.57463
2025,6,Jun,39,Plastics and articles thereof.,30646.10826
2025,6,Jun,40,Rubber and articles thereof.,145164.8627
2025,6,Jun,42,"Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silk-worm gut).",187549.6326
2025,6,Jun,43,Furskins and artificial fur; manufactures thereof.,17603.59302
2025,6,Jun,44,Wood and articles of wood; wood charcoal.,38522.87381
2025,6,Jun,61,"Articles of apparel and clothing accessories, knitted or crocheted.",746382.0896
2025,6,Jun,62,"Articles of apparel and clothing accessories, not knitted or crocheted.",323660.5481
2025,6,Jun,63,Other made up textile articles; sets; worn clothing and worn textile articles; rags.,24593.7722
2025,6,Jun,64,"Footwear, gaiters and the like; parts of such articles.",188322.911
2025,6,Jun,84,"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof.",27506.03525
2025,6,Jun,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers, television image and sound recorders and reproducers, and parts and accessories of such articles.",121030.5147
2025,6,Jun,87,"Vehicles other than railway or tramway rolling-stock, and parts and accessories thereof.",76742.46736
2025,6,Jun,94,"Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; lamps and lighting fittings, not elsewhere specified or included; illuminated signs, illuminated name-plates and the like; prefabricated buildings.",176020.3069
2025,6,Jun,95,"Toys, games and sports requisites; parts and accessories thereof.",78737.80424
2025,6,Jun,99,Others,147904.8278
2025,5,May,7,Edible vegetables and certain roots and tubers.,38495.30083
2025,5,May,8,Edible fruits and nuts; peel of citrus fruit or melons.,152051.8334
2025,5,May,10,Cereals.,55352.65504
2025,5,May,20,"Preparations of vegetables, fruit, nuts or other parts of plants.",19433.18796
2025,5,May,25,"Salt; sulphur; earths and stone; plastering materials, lime and cement.",31679.93262
2025,5,May,39,Plastics and articles thereof.,33245.4482
2025,5,May,40,Rubber and articles thereof.,168447.1819
2025,5,May,42,"Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silk-worm gut).",215933.5788
2025,5,May,43,Furskins and artificial fur; manufactures thereof.,39247.82668
2025,5,May,44,Wood and articles of wood; wood charcoal.,36071.85429
2025,5,May,61,"Articles of apparel and clothing accessories, knitted or crocheted.",746893.3212
2025,5,May,62,"Articles of apparel and clothing accessories, not knitted or crocheted.",324977.1814
2025,5,May,63,Other made up textile articles; sets; worn clothing and worn textile articles; rags.,27823.19281
2025,5,May,64,"Footwear, gaiters and the like; parts of such articles.",218875.0622
2025,5,May,76,Aluminium and articles thereof,15510.37368
2025,5,May,84,"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof.",21623.26045
2025,5,May,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers, television image and sound recorders and reproducers, and parts and accessories of such articles.",125092.636
2025,5,May,87,"Vehicles other than railway or tramway rolling-stock, and parts and accessories thereof.",72651.89199
2025,5,May,94,"Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; lamps and lighting fittings, not elsewhere specified or included; illuminated signs, illuminated name-plates and the like; prefabricated buildings.",134814.5512
2025,5,May,95,"Toys, games and sports requisites; parts and accessories thereof.",43293.541
2025,5,May,99,Others,145907.3675
2025,4,Apr,7,Edible vegetables and certain roots and tubers.,50060.49901
2025,4,Apr,8,Edible fruits and nuts; peel of citrus fruit or melons.,374408.7281
2025,4,Apr,10,Cereals.,117446.2946
2025,4,Apr,20,"Preparations of vegetables, fruit, nuts or other parts of plants.",16892.89725
2025,4,Apr,25,"Salt; sulphur; earths and stone; plastering materials, lime and cement.",30066.86404
2025,4,Apr,39,Plastics and articles thereof.,30545.17125
2025,4,Apr,40,Rubber and articles thereof.,131171.3292
2025,4,Apr,42,"Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silk-worm gut).",148590.367
2025,4,Apr,43,Furskins and artificial fur; manufactures thereof.,21025.2109
2025,4,Apr,44,Wood and articles of wood; wood charcoal.,29906.03888
2025,4,Apr,61,"Articles of apparel and clothing accessories, knitted or crocheted.",486375.7414
2025,4,Apr,62,"Articles of apparel and clothing accessories, not knitted or crocheted.",223070.389
2025,4,Apr,63,Other made up textile articles; sets; worn clothing and worn textile articles; rags.,18886.90199
2025,4,Apr,64,"Footwear, gaiters and the like; parts of such articles.",161725.2936
2025,4,Apr,73,Articles of iron or steel.,15003.79436
2025,4,Apr,84,"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof.",15226.11546
2025,4,Apr,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers, television image and sound recorders and reproducers, and parts and accessories of such articles.",91176.99734
2025,4,Apr,87,"Vehicles other than railway or tramway rolling-stock, and parts and accessories thereof.",64468.53714
2025,4,Apr,94,"Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; lamps and lighting fittings, not elsewhere specified or included; illuminated signs, illuminated name-plates and the like; prefabricated buildings.",94852.34401
2025,4,Apr,95,"Toys, games and sports requisites; parts and accessories thereof.",17152.19995
2025,4,Apr,99,Others,124006.1378
2025,3,Mar,7,Edible vegetables and certain roots and tubers.,110226.1357
2025,3,Mar,8,Edible fruits and nuts; peel of citrus fruit or melons.,314533.3669
2025,3,Mar,10,Cereals.,246664.7205
2025,3,Mar,20,"Preparations of vegetables, fruit, nuts or other parts of plants.",22109.93765
2025,3,Mar,23,Residues and waste from the food industries; prepared animal fodder.,9923.51878
2025,3,Mar,25,"Salt; sulphur; earths and stone; plastering materials, lime and cement.",28097.17305
2025,3,Mar,39,Plastics and articles thereof.,29989.43402
2025,3,Mar,40,Rubber and articles thereof.,145776.2178
2025,3,Mar,42,"Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silk-worm gut).",159313.9151
2025,3,Mar,44,Wood and articles of wood; wood charcoal.,31607.8326
2025,3,Mar,61,"Articles of apparel and clothing accessories, knitted or crocheted.",424540.3192
2025,3,Mar,62,"Articles of apparel and clothing accessories, not knitted or crocheted.",278718.0607
2025,3,Mar,63,Other made up textile articles; sets; worn clothing and worn textile articles; rags.,21797.41556
2025,3,Mar,64,"Footwear, gaiters and the like; parts of such articles.",158333.0772
2025,3,Mar,73,Articles of iron or steel.,16280.50807
2025,3,Mar,84,"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof.",18155.48199
2025,3,Mar,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers, television image and sound recorders and reproducers, and parts and accessories of such articles.",106620.4929
2025,3,Mar,87,"Vehicles other than railway or tramway rolling-stock, and parts and accessories thereof.",67737.79779
2025,3,Mar,94,"Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; lamps and lighting fittings, not elsewhere specified or included; illuminated signs, illuminated name-plates and the like; prefabricated buildings.",76008.98041
2025,3,Mar,95,"Toys, games and sports requisites; parts and accessories thereof.",20739.73351
2025,3,Mar,99,Others,128290.0721
2025,2,Feb,7,Edible vegetables and certain roots and tubers.,119989.9201
2025,2,Feb,8,Edible fruits and nuts; peel of citrus fruit or melons.,57836.86256
2025,2,Feb,10,Cereals.,214747.4055
2025,2,Feb,20,"Preparations of vegetables, fruit, nuts or other parts of plants.",17374.84249
2025,2,Feb,25,"Salt; sulphur; earths and stone; plastering materials, lime and cement.",19915.15165
2025,2,Feb,39,Plastics and articles thereof.,28145.89564
2025,2,Feb,40,Rubber and articles thereof.,165359.272
2025,2,Feb,42,"Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silk-worm gut).",160860.3961
2025,2,Feb,44,Wood and articles of wood; wood charcoal.,25797.7509
2025,2,Feb,61,"Articles of apparel and clothing accessories, knitted or crocheted.",467223.6007
2025,2,Feb,62,"Articles of apparel and clothing accessories, not knitted or crocheted.",312205.4282
2025,2,Feb,63,Other made up textile articles; sets; worn clothing and worn textile articles; rags.,22400.09457
2025,2,Feb,64,"Footwear, gaiters and the like; parts of such articles.",134944.9071
2025,2,Feb,71,"Natural or cultured pearls, precious or semi-precious stones, precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin.",11689.37855
2025,2,Feb,73,Articles of iron or steel.,15639.88491
2025,2,Feb,84,"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof.",19940.81817
2025,2,Feb,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers, television image and sound recorders and reproducers, and parts and accessories of such articles.",96922.42065
2025,2,Feb,87,"Vehicles other than railway or tramway rolling-stock, and parts and accessories thereof.",54299.62533
2025,2,Feb,94,"Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; lamps and lighting fittings, not elsewhere specified or included; illuminated signs, illuminated name-plates and the like; prefabricated buildings.",77886.42653
2025,2,Feb,95,"Toys, games and sports requisites; parts and accessories thereof.",14887.16813
2025,2,Feb,99,Others,115639.3551
2025,1,Jan,7,Edible vegetables and certain roots and tubers.,80874.66986
2025,1,Jan,8,Edible fruits and nuts; peel of citrus fruit or melons.,40028.81932
2025,1,Jan,10,Cereals.,170698.4729
2025,1,Jan,17,Sugars and sugar confectionery.,14738.57551
2025,1,Jan,20,"Preparations of vegetables, fruit, nuts or other parts of plants.",12944.64921
2025,1,Jan,25,"Salt; sulphur; earths and stone; plastering materials, lime and cement.",22514.2137
2025,1,Jan,39,Plastics and articles thereof.,31346.05855
2025,1,Jan,40,Rubber and articles thereof.,143952.3227
2025,1,Jan,42,"Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silk-worm gut).",195951.2124
2025,1,Jan,44,Wood and articles of wood; wood charcoal.,33643.62231
2025,1,Jan,48,"Paper and paperboard; articles of paper pulp, of paper or of paperboard.",18100.39366
2025,1,Jan,61,"Articles of apparel and clothing accessories, knitted or crocheted.",571394.9334
2025,1,Jan,62,"Articles of apparel and clothing accessories, not knitted or crocheted.",378603.8931
2025,1,Jan,63,Other made up textile articles; sets; worn clothing and worn textile articles; rags.,25134.46478
2025,1,Jan,64,"Footwear, gaiters and the like; parts of such articles.",168218.576
2025,1,Jan,73,Articles of iron or steel.,15496.63297
2025,1,Jan,84,"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof.",17040.24046
2025,1,Jan,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers, television image and sound recorders and reproducers, and parts and accessories of such articles.",101601.4142
2025,1,Jan,87,"Vehicles other than railway or tramway rolling-stock, and parts and accessories thereof.",45908.85204
2025,1,Jan,94,"Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; lamps and lighting fittings, not elsewhere specified or included; illuminated signs, illuminated name-plates and the like; prefabricated buildings.",95600.17672
2025,1,Jan,99,Others,122701.8587
2024,12,Dec,7,Edible vegetables and certain roots and tubers.,67373.15561
2024,12,Dec,8,Edible fruits and nuts; peel of citrus fruit or melons.,27683.43688
2024,12,Dec,10,Cereals.,184954.8847
2024,12,Dec,20,"Preparations of vegetables, fruit, nuts or other parts of plants.",18568.08067
2024,12,Dec,25,"Salt; sulphur; earths and stone; plastering materials, lime and cement.",29896.77885
2024,12,Dec,39,Plastics and articles thereof.,34829.83105
2024,12,Dec,40,Rubber and articles thereof.,181649.6897
2024,12,Dec,42,"Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silk-worm gut).",176064.8655
2024,12,Dec,44,Wood and articles of wood; wood charcoal.,33923.61052
2024,12,Dec,61,"Articles of apparel and clothing accessories, knitted or crocheted.",529373.948
2024,12,Dec,62,"Articles of apparel and clothing accessories, not knitted or crocheted.",320193.2722
2024,12,Dec,63,Other made up textile articles; sets; worn clothing and worn textile articles; rags.,21317.30549
2024,12,Dec,64,"Footwear, gaiters and the like; parts of such articles.",172047.0523
2024,12,Dec,73,Articles of iron or steel.,18846.44938
2024,12,Dec,74,Copper and articles thereof.,15524.5684
2024,12,Dec,84,"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof.",20751.91505
2024,12,Dec,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers, television image and sound recorders and reproducers, and parts and accessories of such articles.",111488.3803
2024,12,Dec,87,"Vehicles other than railway or tramway rolling-stock, and parts and accessories thereof.",60009.17329
2024,12,Dec,94,"Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; lamps and lighting fittings, not elsewhere specified or included; illuminated signs, illuminated name-plates and the like; prefabricated buildings.",88243.31204
2024,12,Dec,95,"Toys, games and sports requisites; parts and accessories thereof.",15966.02065
2024,12,Dec,99,Others,137332.4533
2024,11,Nov,7,Edible vegetables and certain roots and tubers.,32338.4303
2024,11,Nov,8,Edible fruits and nuts; peel of citrus fruit or melons.,39602.07295
2024,11,Nov,10,Cereals.,236520.6125
2024,11,Nov,20,"Preparations of vegetables, fruit, nuts or other parts of plants.",16529.24769
2024,11,Nov,25,"Salt; sulphur; earths and stone; plastering materials, lime and cement.",27867.10794
2024,11,Nov,39,Plastics and articles thereof.,28704.20941
2024,11,Nov,40,Rubber and articles thereof.,142959.5332
2024,11,Nov,42,"Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silk-worm gut).",188755.733
2024,11,Nov,43,Furskins and artificial fur; manufactures thereof.,49372.4279
2024,11,Nov,44,Wood and articles of wood; wood charcoal.,33970.47424
2024,11,Nov,61,"Articles of apparel and clothing accessories, knitted or crocheted.",637398.0757
2024,11,Nov,62,"Articles of apparel and clothing accessories, not knitted or crocheted.",304805.6864
2024,11,Nov,63,Other made up textile articles; sets; worn clothing and worn textile articles; rags.,19703.76758
2024,11,Nov,64,"Footwear, gaiters and the like; parts of such articles.",176382.2597
2024,11,Nov,73,Articles of iron or steel.,18639.18831
2024,11,Nov,84,"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof.",25770.11389
2024,11,Nov,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers, television image and sound recorders and reproducers, and parts and accessories of such articles.",99671.89939
2024,11,Nov,87,"Vehicles other than railway or tramway rolling-stock, and parts and accessories thereof.",44313.99091
2024,11,Nov,94,"Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; lamps and lighting fittings, not elsewhere specified or included; illuminated signs, illuminated name-plates and the like; prefabricated buildings.",79844.10617
2024,11,Nov,95,"Toys, games and sports requisites; parts and accessories thereof.",18246.45755
2024,11,Nov,99,Others,134907.3385
2024,10,Oct,7,Edible vegetables and certain roots and tubers.,25167.82795
2024,10,Oct,8,Edible fruits and nuts; peel of citrus fruit or melons.,30503.15579
2024,10,Oct,10,Cereals.,149225.9138
2024,10,Oct,17,Sugars and sugar confectionery.,18803.65531
2024,10,Oct,25,"Salt; sulphur; earths and stone; plastering materials, lime and cement.",22181.57028
2024,10,Oct,39,Plastics and articles thereof.,26571.92194
2024,10,Oct,40,Rubber and articles thereof.,156151.7204
2024,10,Oct,42,"Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silk-worm gut).",133628.4918
2024,10,Oct,43,Furskins and artificial fur; manufactures thereof.,44265.38365
2024,10,Oct,44,Wood and articles of wood; wood charcoal.,27146.69336
2024,10,Oct,61,"Articles of apparel and clothing accessories, knitted or crocheted.",437352.8996
2024,10,Oct,62,"Articles of apparel and clothing accessories, not knitted or crocheted.",174421.6775
2024,10,Oct,64,"Footwear, gaiters and the like; parts of such articles.",117947.589
2024,10,Oct,73,Articles of iron or steel.,14490.97293
2024,10,Oct,74,Copper and articles thereof.,16231.48929
2024,10,Oct,84,"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof.",18335.25244
2024,10,Oct,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers, television image and sound recorders and reproducers, and parts and accessories of such articles.",85892.23021
2024,10,Oct,87,"Vehicles other than railway or tramway rolling-stock, and parts and accessories thereof.",36614.19893
2024,10,Oct,94,"Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; lamps and lighting fittings, not elsewhere specified or included; illuminated signs, illuminated name-plates and the like; prefabricated buildings.",75617.40854
2024,10,Oct,95,"Toys, games and sports requisites; parts and accessories thereof.",21515.12634
2024,10,Oct,99,Others,108912.6956
2024,9,Sep,7,Edible vegetables and certain roots and tubers.,29144.49206
2024,9,Sep,8,Edible fruits and nuts; peel of citrus fruit or melons.,26495.01848
2024,9,Sep,10,Cereals.,186345.8398
2024,9,Sep,25,"Salt; sulphur; earths and stone; plastering materials, lime and cement.",18815.15594
2024,9,Sep,39,Plastics and articles thereof.,30980.13829
2024,9,Sep,40,Rubber and articles thereof.,142650.6348
2024,9,Sep,42,"Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silk-worm gut).",181472.1721
2024,9,Sep,43,Furskins and artificial fur; manufactures thereof.,30156.3103
2024,9,Sep,44,Wood and articles of wood; wood charcoal.,33229.18762
2024,9,Sep,61,"Articles of apparel and clothing accessories, knitted or crocheted.",666041.4387
2024,9,Sep,62,"Articles of apparel and clothing accessories, not knitted or crocheted.",241561.0778
2024,9,Sep,63,Other made up textile articles; sets; worn clothing and worn textile articles; rags.,15980.08297
2024,9,Sep,64,"Footwear, gaiters and the like; parts of such articles.",124594.1018
2024,9,Sep,73,Articles of iron or steel.,17179.76639
2024,9,Sep,74,Copper and articles thereof.,17734.61072
2024,9,Sep,84,"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof.",20793.81024
2024,9,Sep,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers, television image and sound recorders and reproducers, and parts and accessories of such articles.",172897.4329
2024,9,Sep,87,"Vehicles other than railway or tramway rolling-stock, and parts and accessories thereof.",45104.59669
2024,9,Sep,94,"Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; lamps and lighting fittings, not elsewhere specified or included; illuminated signs, illuminated name-plates and the like; prefabricated buildings.",86236.80793
2024,9,Sep,95,"Toys, games and sports requisites; parts and accessories thereof.",29082.9508
2024,9,Sep,99,Others,136655.8851
2024,8,Aug,7,Edible vegetables and certain roots and tubers.,31002.22813
2024,8,Aug,8,Edible fruits and nuts; peel of citrus fruit or melons.,25868.20712
2024,8,Aug,10,Cereals.,164690.6999
2024,8,Aug,25,"Salt; sulphur; earths and stone; plastering materials, lime and cement.",23496.74068
2024,8,Aug,39,Plastics and articles thereof.,38138.54807
2024,8,Aug,40,Rubber and articles thereof.,156094.5165
2024,8,Aug,42,"Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silk-worm gut).",226819.6939
2024,8,Aug,43,Furskins and artificial fur; manufactures thereof.,63243.28926
2024,8,Aug,44,Wood and articles of wood; wood charcoal.,35704.10289
2024,8,Aug,61,"Articles of apparel and clothing accessories, knitted or crocheted.",870214.5599
2024,8,Aug,62,"Articles of apparel and clothing accessories, not knitted or crocheted.",294747.9155
2024,8,Aug,63,Other made up textile articles; sets; worn clothing and worn textile articles; rags.,20382.65841
2024,8,Aug,64,"Footwear, gaiters and the like; parts of such articles.",165761.9812
2024,8,Aug,73,Articles of iron or steel.,19515.59773
2024,8,Aug,74,Copper and articles thereof.,17535.09163
2024,8,Aug,84,"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof.",22818.11334
2024,8,Aug,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers, television image and sound recorders and reproducers, and parts and accessories of such articles.",226173.9195
2024,8,Aug,87,"Vehicles other than railway or tramway rolling-stock, and parts and accessories thereof.",45375.73148
2024,8,Aug,94,"Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; lamps and lighting fittings, not elsewhere specified or included; illuminated signs, illuminated name-plates and the like; prefabricated buildings.",174549.9882
2024,8,Aug,95,"Toys, games and sports requisites; parts and accessories thereof.",48985.29963
2024,8,Aug,99,Others,144078.6746
2024,7,Jul,7,Edible vegetables and certain roots and tubers.,25980.05408
2024,7,Jul,8,Edible fruits and nuts; peel of citrus fruit or melons.,18529.71334
2024,7,Jul,10,Cereals.,83223.40092
2024,7,Jul,25,"Salt; sulphur; earths and stone; plastering materials, lime and cement.",22287.41543
2024,7,Jul,39,Plastics and articles thereof.,36603.40331
2024,7,Jul,40,Rubber and articles thereof.,126246.2052
2024,7,Jul,42,"Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silk-worm gut).",200333.3977
2024,7,Jul,43,Furskins and artificial fur; manufactures thereof.,62713.19444
2024,7,Jul,44,Wood and articles of wood; wood charcoal.,29029.29142
2024,7,Jul,61,"Articles of apparel and clothing accessories, knitted or crocheted.",698622.5619
2024,7,Jul,62,"Articles of apparel and clothing accessories, not knitted or crocheted.",286981.7243
2024,7,Jul,63,Other made up textile articles; sets; worn clothing and worn textile articles; rags.,17120.46069
2024,7,Jul,64,"Footwear, gaiters and the like; parts of such articles.",149654.0713
2024,7,Jul,73,Articles of iron or steel.,16116.14799
2024,7,Jul,74,Copper and articles thereof.,20379.15712
2024,7,Jul,84,"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof.",21367.06055
2024,7,Jul,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers, television image and sound recorders and reproducers, and parts and accessories of such articles.",191003.4299
2024,7,Jul,87,"Vehicles other than railway or tramway rolling-stock, and parts and accessories thereof.",47011.1993
2024,7,Jul,94,"Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; lamps and lighting fittings, not elsewhere specified or included; illuminated signs, illuminated name-plates and the like; prefabricated buildings.",191441.8847
2024,7,Jul,95,"Toys, games and sports requisites; parts and accessories thereof.",85258.24826
2024,7,Jul,99,Others,138906.6237
2024,6,Jun,7,Edible vegetables and certain roots and tubers.,15275.89144
2024,6,Jun,8,Edible fruits and nuts; peel of citrus fruit or melons.,26430.56205
2024,6,Jun,10,Cereals.,51166.21749
2024,6,Jun,20,"Preparations of vegetables, fruit, nuts or other parts of plants.",17383.54053
2024,6,Jun,25,"Salt; sulphur; earths and stone; plastering materials, lime and cement.",23134.47649
2024,6,Jun,38,Miscellaneous chemical products.,21479.86854
2024,6,Jun,39,Plastics and articles thereof.,31046.32948
2024,6,Jun,40,Rubber and articles thereof.,102539.8801
2024,6,Jun,42,"Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silk-worm gut).",186658.0748
2024,6,Jun,43,Furskins and artificial fur; manufactures thereof.,41161.99966
2024,6,Jun,44,Wood and articles of wood; wood charcoal.,34220.55468
2024,6,Jun,61,"Articles of apparel and clothing accessories, knitted or crocheted.",612089.8444
2024,6,Jun,62,"Articles of apparel and clothing accessories, not knitted or crocheted.",290088.8178
2024,6,Jun,63,Other made up textile articles; sets; worn clothing and worn textile articles; rags.,15142.54318
2024,6,Jun,64,"Footwear, gaiters and the like; parts of such articles.",159159.0116
2024,6,Jun,84,"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof.",17711.5946
2024,6,Jun,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers, television image and sound recorders and reproducers, and parts and accessories of such articles.",194729.1681
2024,6,Jun,87,"Vehicles other than railway or tramway rolling-stock, and parts and accessories thereof.",41563.6447
2024,6,Jun,94,"Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; lamps and lighting fittings, not elsewhere specified or included; illuminated signs, illuminated name-plates and the like; prefabricated buildings.",164958.1571
2024,6,Jun,95,"Toys, games and sports requisites; parts and accessories thereof.",46782.61913
2024,6,Jun,99,Others,130294.7092
2024,5,May,7,Edible vegetables and certain roots and tubers.,28085.88678
2024,5,May,8,Edible fruits and nuts; peel of citrus fruit or melons.,67439.305
2024,5,May,10,Cereals.,49452.51993
2024,5,May,20,"Preparations of vegetables, fruit, nuts or other parts of plants.",20783.41022
2024,5,May,25,"Salt; sulphur; earths and stone; plastering materials, lime and cement.",25491.23123
2024,5,May,39,Plastics and articles thereof.,33624.0008
2024,5,May,40,Rubber and articles thereof.,94639.52591
2024,5,May,42,"Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silk-worm gut).",173213.6347
2024,5,May,43,Furskins and artificial fur; manufactures thereof.,58893.57838
2024,5,May,44,Wood and articles of wood; wood charcoal.,29633.8554
2024,5,May,61,"Articles of apparel and clothing accessories, knitted or crocheted.",561315.3013
2024,5,May,62,"Articles of apparel and clothing accessories, not knitted or crocheted.",270366.1363
2024,5,May,63,Other made up textile articles; sets; worn clothing and worn textile articles; rags.,20034.24279
2024,5,May,64,"Footwear, gaiters and the like; parts of such articles.",161531.3588
2024,5,May,71,"Natural or cultured pearls, precious or semi-precious stones, precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin.",13491.20849
2024,5,May,84,"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof.",16089.23205
2024,5,May,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers, television image and sound recorders and reproducers, and parts and accessories of such articles.",167590.9163
2024,5,May,87,"Vehicles other than railway or tramway rolling-stock, and parts and accessories thereof.",45053.95941
2024,5,May,94,"Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; lamps and lighting fittings, not elsewhere specified or included; illuminated signs, illuminated name-plates and the like; prefabricated buildings.",73218.87829
2024,5,May,95,"Toys, games and sports requisites; parts and accessories thereof.",20225.93996
2024,5,May,99,Others,136995.8135
2024,4,Apr,7,Edible vegetables and certain roots and tubers.,33705.42739
2024,4,Apr,8,Edible fruits and nuts; peel of citrus fruit or melons.,186518.9322
2024,4,Apr,10,Cereals.,124344.9332
2024,4,Apr,20,"Preparations of vegetables, fruit, nuts or other parts of plants.",13900.28516
