year,month_num,month_abb,chapter,commodity,value_thousand_usd
2023,3,Mar,83,Miscellaneous articles of base metal.,29522.02059
2023,3,Mar,84,"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof.",117714.8757
2023,3,Mar,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers, television image and sound recorders and reproducers, and parts and accessories of such articles.",139070.8298
2023,3,Mar,87,"Vehicles other than railway or tramway rolling-stock, and parts and accessories thereof.",157171.7849
2023,3,Mar,94,"Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; lamps and lighting fittings, not elsewhere specified or included; illuminated signs, illuminated name-plates and the like; prefabricated buildings.",35199.2769
2023,3,Mar,96,Miscellaneous manufactured articles.,26702.25902
2023,3,Mar,99,Others,523621.8089
2023,2,Feb,22,"Beverages, spirits and vinegar.",19982.28616
2023,2,Feb,23,Residues and waste from the food industries; prepared animal fodder.,33865.29647
2023,2,Feb,24,Tobacco and manufactured tobacco substitutes,21080.49421
2023,2,Feb,27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances;mineral waxes.",295165.1177
2023,2,Feb,30,Pharmaceutical products.,22749.11692
2023,2,Feb,38,Miscellaneous chemical products.,58765.05527
2023,2,Feb,39,Plastics and articles thereof.,61161.43992
2023,2,Feb,40,Rubber and articles thereof.,21066.06018
2023,2,Feb,48,"Paper and paperboard; articles of paper pulp, of paper or of paperboard.",35526.21984
2023,2,Feb,52,Cotton,29724.1186
2023,2,Feb,55,Man- made staple fibres.,44576.83988
2023,2,Feb,60,Knitted or crocheted fabrics.,119521.8549
2023,2,Feb,71,"Natural or cultured pearls, precious or semi-precious stones, precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin.",22274.19914
2023,2,Feb,72,Iron and steel.,27463.97118
2023,2,Feb,73,Articles of iron or steel.,37904.23373
2023,2,Feb,76,Aluminium and articles thereof,37306.65642
2023,2,Feb,84,"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof.",117021.946
2023,2,Feb,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers, television image and sound recorders and reproducers, and parts and accessories of such articles.",105967.6233
2023,2,Feb,87,"Vehicles other than railway or tramway rolling-stock, and parts and accessories thereof.",152123.7851
2023,2,Feb,94,"Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; lamps and lighting fittings, not elsewhere specified or included; illuminated signs, illuminated name-plates and the like; prefabricated buildings.",24723.08546
2023,2,Feb,99,Others,352201.8518
2023,1,Jan,23,Residues and waste from the food industries; prepared animal fodder.,29309.89459
2023,1,Jan,27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances;mineral waxes.",286262.4228
2023,1,Jan,30,Pharmaceutical products.,25623.40871
2023,1,Jan,38,Miscellaneous chemical products.,68601.92431
2023,1,Jan,39,Plastics and articles thereof.,95317.199
2023,1,Jan,40,Rubber and articles thereof.,30886.84819
2023,1,Jan,41,Raw hides and skins (other than furskins) and leather.,24484.84334
2023,1,Jan,48,"Paper and paperboard; articles of paper pulp, of paper or of paperboard.",37399.40533
2023,1,Jan,52,Cotton,46949.82474
2023,1,Jan,55,Man- made staple fibres.,117224.4534
2023,1,Jan,58,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery.,26649.87203
2023,1,Jan,60,Knitted or crocheted fabrics.,204821.8569
2023,1,Jan,64,"Footwear, gaiters and the like; parts of such articles.",22530.69284
2023,1,Jan,72,Iron and steel.,31614.92652
2023,1,Jan,73,Articles of iron or steel.,32584.37573
2023,1,Jan,76,Aluminium and articles thereof,61037.77873
2023,1,Jan,83,Miscellaneous articles of base metal.,23518.69387
2023,1,Jan,84,"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof.",106197.6016
2023,1,Jan,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers, television image and sound recorders and reproducers, and parts and accessories of such articles.",123261.2336
2023,1,Jan,87,"Vehicles other than railway or tramway rolling-stock, and parts and accessories thereof.",125371.7597
2023,1,Jan,99,Others,402681.6181
2022,12,Dec,22,"Beverages, spirits and vinegar.",27110.31848
2022,12,Dec,23,Residues and waste from the food industries; prepared animal fodder.,37124.16431
2022,12,Dec,24,Tobacco and manufactured tobacco substitutes,31027.27513
2022,12,Dec,27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances;mineral waxes.",283120.5349
2022,12,Dec,31,Fertilisers.,31088.20529
2022,12,Dec,38,Miscellaneous chemical products.,63713.68008
2022,12,Dec,39,Plastics and articles thereof.,107667.4178
2022,12,Dec,40,Rubber and articles thereof.,32885.1712
2022,12,Dec,41,Raw hides and skins (other than furskins) and leather.,30442.14683
2022,12,Dec,48,"Paper and paperboard; articles of paper pulp, of paper or of paperboard.",43583.16725
2022,12,Dec,52,Cotton,47693.32724
2022,12,Dec,55,Man- made staple fibres.,97538.9046
2022,12,Dec,60,Knitted or crocheted fabrics.,181661.3125
2022,12,Dec,72,Iron and steel.,32406.79838
2022,12,Dec,73,Articles of iron or steel.,55043.36357
2022,12,Dec,76,Aluminium and articles thereof,64952.96176
2022,12,Dec,83,Miscellaneous articles of base metal.,28469.55773
2022,12,Dec,84,"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof.",174882.2559
2022,12,Dec,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers, television image and sound recorders and reproducers, and parts and accessories of such articles.",168788.6189
2022,12,Dec,87,"Vehicles other than railway or tramway rolling-stock, and parts and accessories thereof.",180379.6221
2022,12,Dec,99,Others,474952.9781
2022,11,Nov,23,Residues and waste from the food industries; prepared animal fodder.,38235.75823
2022,11,Nov,24,Tobacco and manufactured tobacco substitutes,21271.29965
2022,11,Nov,27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances;mineral waxes.",239575.1116
2022,11,Nov,30,Pharmaceutical products.,21906.86097
2022,11,Nov,38,Miscellaneous chemical products.,55421.82789
2022,11,Nov,39,Plastics and articles thereof.,89287.14662
2022,11,Nov,40,Rubber and articles thereof.,34399.25003
2022,11,Nov,41,Raw hides and skins (other than furskins) and leather.,20968.81369
2022,11,Nov,48,"Paper and paperboard; articles of paper pulp, of paper or of paperboard.",43122.77785
2022,11,Nov,52,Cotton,35995.61907
2022,11,Nov,55,Man- made staple fibres.,93962.44101
2022,11,Nov,60,Knitted or crocheted fabrics.,163958.3032
2022,11,Nov,71,"Natural or cultured pearls, precious or semi-precious stones, precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin.",35088.66967
2022,11,Nov,72,Iron and steel.,25544.22225
2022,11,Nov,73,Articles of iron or steel.,49239.67223
2022,11,Nov,76,Aluminium and articles thereof,55243.32746
2022,11,Nov,83,Miscellaneous articles of base metal.,22401.41716
2022,11,Nov,84,"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof.",135564.332
2022,11,Nov,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers, television image and sound recorders and reproducers, and parts and accessories of such articles.",146031.1754
2022,11,Nov,87,"Vehicles other than railway or tramway rolling-stock, and parts and accessories thereof.",177293.025
2022,11,Nov,99,Others,424831.0028
2022,10,Oct,23,Residues and waste from the food industries; prepared animal fodder.,36369.39864
2022,10,Oct,24,Tobacco and manufactured tobacco substitutes,30770.83018
2022,10,Oct,27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances;mineral waxes.",296099.1689
2022,10,Oct,30,Pharmaceutical products.,39833.1736
2022,10,Oct,31,Fertilisers.,27058.97139
2022,10,Oct,38,Miscellaneous chemical products.,56268.83569
2022,10,Oct,39,Plastics and articles thereof.,85433.0124
2022,10,Oct,40,Rubber and articles thereof.,33152.86104
2022,10,Oct,43,Furskins and artificial fur; manufactures thereof.,68154.3099
2022,10,Oct,48,"Paper and paperboard; articles of paper pulp, of paper or of paperboard.",46025.98113
2022,10,Oct,52,Cotton,32179.67682
2022,10,Oct,55,Man- made staple fibres.,91443.18385
2022,10,Oct,60,Knitted or crocheted fabrics.,165275.9804
2022,10,Oct,71,"Natural or cultured pearls, precious or semi-precious stones, precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin.",86678.41087
2022,10,Oct,72,Iron and steel.,30089.52181
2022,10,Oct,73,Articles of iron or steel.,40240.23634
2022,10,Oct,76,Aluminium and articles thereof,54937.96669
2022,10,Oct,84,"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof.",97045.3028
2022,10,Oct,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers, television image and sound recorders and reproducers, and parts and accessories of such articles.",121291.1066
2022,10,Oct,87,"Vehicles other than railway or tramway rolling-stock, and parts and accessories thereof.",212090.4145
2022,10,Oct,99,Others,403026.8437
2022,9,Sep,23,Residues and waste from the food industries; prepared animal fodder.,34939.39093
2022,9,Sep,27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances;mineral waxes.",327081.8048
2022,9,Sep,30,Pharmaceutical products.,25617.99524
2022,9,Sep,31,Fertilisers.,22043.26832
2022,9,Sep,38,Miscellaneous chemical products.,36711.14337
2022,9,Sep,39,Plastics and articles thereof.,89979.12729
2022,9,Sep,40,Rubber and articles thereof.,30070.78775
2022,9,Sep,41,Raw hides and skins (other than furskins) and leather.,27044.17378
2022,9,Sep,48,"Paper and paperboard; articles of paper pulp, of paper or of paperboard.",38250.15947
2022,9,Sep,52,Cotton,33287.39266
2022,9,Sep,55,Man- made staple fibres.,79214.00066
2022,9,Sep,60,Knitted or crocheted fabrics.,178961.0546
2022,9,Sep,64,"Footwear, gaiters and the like; parts of such articles.",22557.52851
2022,9,Sep,71,"Natural or cultured pearls, precious or semi-precious stones, precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin.",137355.2554
2022,9,Sep,72,Iron and steel.,27024.50197
2022,9,Sep,73,Articles of iron or steel.,27668.95549
2022,9,Sep,76,Aluminium and articles thereof,46808.33914
2022,9,Sep,84,"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof.",95298.8565
2022,9,Sep,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers, television image and sound recorders and reproducers, and parts and accessories of such articles.",125080.7521
2022,9,Sep,87,"Vehicles other than railway or tramway rolling-stock, and parts and accessories thereof.",222931.6976
2022,9,Sep,99,Others,372316.1144
2022,8,Aug,23,Residues and waste from the food industries; prepared animal fodder.,35288.50531
2022,8,Aug,24,Tobacco and manufactured tobacco substitutes,33293.12534
2022,8,Aug,27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances;mineral waxes.",316086.0127
2022,8,Aug,30,Pharmaceutical products.,27231.34729
2022,8,Aug,38,Miscellaneous chemical products.,56259.64643
2022,8,Aug,39,Plastics and articles thereof.,96556.32398
2022,8,Aug,40,Rubber and articles thereof.,28963.927
2022,8,Aug,41,Raw hides and skins (other than furskins) and leather.,26381.3449
2022,8,Aug,48,"Paper and paperboard; articles of paper pulp, of paper or of paperboard.",55337.55547
2022,8,Aug,52,Cotton,45362.85503
2022,8,Aug,55,Man- made staple fibres.,98872.90364
2022,8,Aug,60,Knitted or crocheted fabrics.,246124.5536
2022,8,Aug,71,"Natural or cultured pearls, precious or semi-precious stones, precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin.",506752.0056
2022,8,Aug,72,Iron and steel.,29494.32394
2022,8,Aug,73,Articles of iron or steel.,38817.47866
2022,8,Aug,76,Aluminium and articles thereof,66443.19054
2022,8,Aug,84,"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof.",115268.0406
2022,8,Aug,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers, television image and sound recorders and reproducers, and parts and accessories of such articles.",129768.9449
2022,8,Aug,86,"Railway or tramway locomotives, rolling-stock and parts thereof; railway or tramway track fixtures and fittings and parts thereof; mechanical (including electro-mechanical) traffic signalling equipment of all kinds.",36622.09853
2022,8,Aug,87,"Vehicles other than railway or tramway rolling-stock, and parts and accessories thereof.",259018.5124
2022,8,Aug,99,Others,464746.489
2022,7,Jul,23,Residues and waste from the food industries; prepared animal fodder.,40434.60585
2022,7,Jul,27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances;mineral waxes.",373062.332
2022,7,Jul,38,Miscellaneous chemical products.,73179.49196
2022,7,Jul,39,Plastics and articles thereof.,103809.5478
2022,7,Jul,40,Rubber and articles thereof.,36746.16839
2022,7,Jul,41,Raw hides and skins (other than furskins) and leather.,28802.32936
2022,7,Jul,43,Furskins and artificial fur; manufactures thereof.,34018.19288
2022,7,Jul,44,Wood and articles of wood; wood charcoal.,27430.53704
2022,7,Jul,48,"Paper and paperboard; articles of paper pulp, of paper or of paperboard.",54601.92632
2022,7,Jul,52,Cotton,42574.6991
2022,7,Jul,55,Man- made staple fibres.,89478.50916
2022,7,Jul,60,Knitted or crocheted fabrics.,258379.6162
2022,7,Jul,71,"Natural or cultured pearls, precious or semi-precious stones, precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin.",949382.1327
2022,7,Jul,72,Iron and steel.,29495.02266
2022,7,Jul,73,Articles of iron or steel.,50023.1521
2022,7,Jul,76,Aluminium and articles thereof,66367.20703
2022,7,Jul,83,Miscellaneous articles of base metal.,27832.15452
2022,7,Jul,84,"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof.",118718.1569
2022,7,Jul,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers, television image and sound recorders and reproducers, and parts and accessories of such articles.",127275.3273
2022,7,Jul,87,"Vehicles other than railway or tramway rolling-stock, and parts and accessories thereof.",194435.4012
2022,7,Jul,99,Others,460563.9399
2022,6,Jun,23,Residues and waste from the food industries; prepared animal fodder.,37573.93427
2022,6,Jun,27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances;mineral waxes.",329293.6541
2022,6,Jun,30,Pharmaceutical products.,40272.49814
2022,6,Jun,31,Fertilisers.,29013.67532
2022,6,Jun,38,Miscellaneous chemical products.,59132.87012
2022,6,Jun,39,Plastics and articles thereof.,105110.5224
2022,6,Jun,40,Rubber and articles thereof.,31170.69958
2022,6,Jun,41,Raw hides and skins (other than furskins) and leather.,30458.5156
2022,6,Jun,48,"Paper and paperboard; articles of paper pulp, of paper or of paperboard.",50363.50698
2022,6,Jun,52,Cotton,47207.67033
2022,6,Jun,55,Man- made staple fibres.,91261.64798
2022,6,Jun,60,Knitted or crocheted fabrics.,284829.5131
2022,6,Jun,71,"Natural or cultured pearls, precious or semi-precious stones, precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin.",539693.6722
2022,6,Jun,72,Iron and steel.,35920.42298
2022,6,Jun,73,Articles of iron or steel.,55570.65246
2022,6,Jun,76,Aluminium and articles thereof,89559.96047
2022,6,Jun,83,Miscellaneous articles of base metal.,27874.15695
2022,6,Jun,84,"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof.",116176.616
2022,6,Jun,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers, television image and sound recorders and reproducers, and parts and accessories of such articles.",109285.8736
2022,6,Jun,87,"Vehicles other than railway or tramway rolling-stock, and parts and accessories thereof.",225566.0131
2022,6,Jun,99,Others,472343.3303
2022,5,May,23,Residues and waste from the food industries; prepared animal fodder.,31558.69146
2022,5,May,27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances;mineral waxes.",351914.5521
2022,5,May,30,Pharmaceutical products.,38997.5262
2022,5,May,31,Fertilisers.,35750.61979
2022,5,May,38,Miscellaneous chemical products.,65636.58249
2022,5,May,39,Plastics and articles thereof.,110545.303
2022,5,May,41,Raw hides and skins (other than furskins) and leather.,34621.91449
2022,5,May,44,Wood and articles of wood; wood charcoal.,27751.02408
2022,5,May,48,"Paper and paperboard; articles of paper pulp, of paper or of paperboard.",62722.59537
2022,5,May,52,Cotton,47220.1153
2022,5,May,55,Man- made staple fibres.,112109.4016
2022,5,May,60,Knitted or crocheted fabrics.,340314.6509
2022,5,May,71,"Natural or cultured pearls, precious or semi-precious stones, precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin.",697878.4238
2022,5,May,72,Iron and steel.,30122.09254
2022,5,May,73,Articles of iron or steel.,46824.83475
2022,5,May,76,Aluminium and articles thereof,67769.60875
2022,5,May,83,Miscellaneous articles of base metal.,29550.94425
2022,5,May,84,"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof.",104982.485
2022,5,May,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers, television image and sound recorders and reproducers, and parts and accessories of such articles.",114075.0384
2022,5,May,87,"Vehicles other than railway or tramway rolling-stock, and parts and accessories thereof.",189860.0825
2022,5,May,99,Others,473532.5493
2022,4,Apr,22,"Beverages, spirits and vinegar.",28338.46001
2022,4,Apr,23,Residues and waste from the food industries; prepared animal fodder.,32363.29135
2022,4,Apr,27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances;mineral waxes.",344637.9198
2022,4,Apr,30,Pharmaceutical products.,40570.89744
2022,4,Apr,38,Miscellaneous chemical products.,41850.72846
2022,4,Apr,39,Plastics and articles thereof.,104962.9725
2022,4,Apr,40,Rubber and articles thereof.,29862.74307
2022,4,Apr,41,Raw hides and skins (other than furskins) and leather.,40824.2809
2022,4,Apr,48,"Paper and paperboard; articles of paper pulp, of paper or of paperboard.",58669.9192
2022,4,Apr,52,Cotton,37154.74889
2022,4,Apr,55,Man- made staple fibres.,113268.152
2022,4,Apr,60,Knitted or crocheted fabrics.,292693.0447
2022,4,Apr,71,"Natural or cultured pearls, precious or semi-precious stones, precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin.",373954.5605
2022,4,Apr,72,Iron and steel.,35636.43868
2022,4,Apr,73,Articles of iron or steel.,56302.18937
2022,4,Apr,76,Aluminium and articles thereof,74589.51403
2022,4,Apr,83,Miscellaneous articles of base metal.,30372.68785
2022,4,Apr,84,"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof.",118753.5275
2022,4,Apr,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers, television image and sound recorders and reproducers, and parts and accessories of such articles.",111865.1597
2022,4,Apr,87,"Vehicles other than railway or tramway rolling-stock, and parts and accessories thereof.",182977.1545
2022,4,Apr,99,Others,447735.5422
2022,3,Mar,22,"Beverages, spirits and vinegar.",26226.34594
2022,3,Mar,23,Residues and waste from the food industries; prepared animal fodder.,29418.94907
2022,3,Mar,27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances;mineral waxes.",353054.4825
2022,3,Mar,30,Pharmaceutical products.,27610.38862
2022,3,Mar,32,"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints and varnishes; putty and other mastics; inks.",38913.54315
2022,3,Mar,38,Miscellaneous chemical products.,30995.8739
2022,3,Mar,39,Plastics and articles thereof.,116227.8232
2022,3,Mar,40,Rubber and articles thereof.,38507.10028
2022,3,Mar,41,Raw hides and skins (other than furskins) and leather.,34894.16248
2022,3,Mar,48,"Paper and paperboard; articles of paper pulp, of paper or of paperboard.",62193.72137
2022,3,Mar,52,Cotton,44313.75622
2022,3,Mar,55,Man- made staple fibres.,93769.75285
2022,3,Mar,60,Knitted or crocheted fabrics.,261663.1659
2022,3,Mar,71,"Natural or cultured pearls, precious or semi-precious stones, precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin.",135760.7893
2022,3,Mar,72,Iron and steel.,26289.37738
2022,3,Mar,73,Articles of iron or steel.,43953.39387
2022,3,Mar,76,Aluminium and articles thereof,71093.65145
2022,3,Mar,84,"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof.",99604.99824
2022,3,Mar,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers, television image and sound recorders and reproducers, and parts and accessories of such articles.",99663.30834
2022,3,Mar,87,"Vehicles other than railway or tramway rolling-stock, and parts and accessories thereof.",194257.0206
2022,3,Mar,99,Others,459811.5578
2022,2,Feb,22,"Beverages, spirits and vinegar.",22310.33787
2022,2,Feb,23,Residues and waste from the food industries; prepared animal fodder.,30309.00056
2022,2,Feb,27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances;mineral waxes.",248115.4647
2022,2,Feb,30,Pharmaceutical products.,42865.4398
2022,2,Feb,38,Miscellaneous chemical products.,23039.86979
2022,2,Feb,39,Plastics and articles thereof.,75305.76568
2022,2,Feb,40,Rubber and articles thereof.,22006.40144
2022,2,Feb,41,Raw hides and skins (other than furskins) and leather.,26172.65043
2022,2,Feb,44,Wood and articles of wood; wood charcoal.,28922.23367
2022,2,Feb,48,"Paper and paperboard; articles of paper pulp, of paper or of paperboard.",41174.07981
2022,2,Feb,52,Cotton,31378.1981
2022,2,Feb,55,Man- made staple fibres.,90822.60924
2022,2,Feb,60,Knitted or crocheted fabrics.,190552.0943
2022,2,Feb,71,"Natural or cultured pearls, precious or semi-precious stones, precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin.",306969.5979
2022,2,Feb,72,Iron and steel.,25279.229
2022,2,Feb,73,Articles of iron or steel.,73928.26492
2022,2,Feb,76,Aluminium and articles thereof,56344.17423
2022,2,Feb,84,"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof.",148129.7226
2022,2,Feb,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers, television image and sound recorders and reproducers, and parts and accessories of such articles.",82277.32213
2022,2,Feb,87,"Vehicles other than railway or tramway rolling-stock, and parts and accessories thereof.",168330.6012
2022,2,Feb,99,Others,345677.95
2022,1,Jan,23,Residues and waste from the food industries; prepared animal fodder.,30480.99745
2022,1,Jan,27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances;mineral waxes.",205645.334
2022,1,Jan,38,Miscellaneous chemical products.,31196.39041
2022,1,Jan,39,Plastics and articles thereof.,132018.2812
2022,1,Jan,40,Rubber and articles thereof.,29679.02752
2022,1,Jan,41,Raw hides and skins (other than furskins) and leather.,34756.09413
2022,1,Jan,44,Wood and articles of wood; wood charcoal.,29104.89116
2022,1,Jan,48,"Paper and paperboard; articles of paper pulp, of paper or of paperboard.",61382.42198
2022,1,Jan,52,Cotton,63564.78372
2022,1,Jan,55,Man- made staple fibres.,148100.3792
2022,1,Jan,58,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery.,28800.85004
2022,1,Jan,60,Knitted or crocheted fabrics.,326837.4038
2022,1,Jan,71,"Natural or cultured pearls, precious or semi-precious stones, precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin.",874391.9054
2022,1,Jan,72,Iron and steel.,32516.69087
2022,1,Jan,73,Articles of iron or steel.,70946.04035
2022,1,Jan,76,Aluminium and articles thereof,66214.15741
2022,1,Jan,83,Miscellaneous articles of base metal.,30318.24281
2022,1,Jan,84,"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof.",144294.4429
2022,1,Jan,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers, television image and sound recorders and reproducers, and parts and accessories of such articles.",128960.2936
2022,1,Jan,87,"Vehicles other than railway or tramway rolling-stock, and parts and accessories thereof.",167363.4079
2022,1,Jan,99,Others,441212.0901
2021,12,Dec,27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances;mineral waxes.",255981.0904
2021,12,Dec,30,Pharmaceutical products.,163697.6221
2021,12,Dec,38,Miscellaneous chemical products.,35208.69605
2021,12,Dec,39,Plastics and articles thereof.,133777.3687
2021,12,Dec,40,Rubber and articles thereof.,34896.63108
2021,12,Dec,41,Raw hides and skins (other than furskins) and leather.,39912.24046
2021,12,Dec,44,Wood and articles of wood; wood charcoal.,30756.81554
2021,12,Dec,48,"Paper and paperboard; articles of paper pulp, of paper or of paperboard.",58201.64656
2021,12,Dec,52,Cotton,57547.20264
2021,12,Dec,55,Man- made staple fibres.,124959.4156
2021,12,Dec,58,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery.,29896.67901
2021,12,Dec,60,Knitted or crocheted fabrics.,282017.9262
2021,12,Dec,71,"Natural or cultured pearls, precious or semi-precious stones, precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin.",890859.1209
2021,12,Dec,73,Articles of iron or steel.,62596.88896
2021,12,Dec,76,Aluminium and articles thereof,70807.12133
2021,12,Dec,83,Miscellaneous articles of base metal.,29897.46133
2021,12,Dec,84,"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof.",163595.3555
2021,12,Dec,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers, television image and sound recorders and reproducers, and parts and accessories of such articles.",143422.8249
2021,12,Dec,87,"Vehicles other than railway or tramway rolling-stock, and parts and accessories thereof.",207427.2636
2021,12,Dec,96,Miscellaneous manufactured articles.,27777.28083
2021,12,Dec,99,Others,448930.7697
2021,11,Nov,23,Residues and waste from the food industries; prepared animal fodder.,25709.69548
2021,11,Nov,27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances;mineral waxes.",221698.235
2021,11,Nov,38,Miscellaneous chemical products.,33915.87402
2021,11,Nov,39,Plastics and articles thereof.,97734.22629
2021,11,Nov,40,Rubber and articles thereof.,25719.94177
2021,11,Nov,41,Raw hides and skins (other than furskins) and leather.,32574.79904
2021,11,Nov,44,Wood and articles of wood; wood charcoal.,28520.28324
2021,11,Nov,48,"Paper and paperboard; articles of paper pulp, of paper or of paperboard.",52740.76069
2021,11,Nov,52,Cotton,52145.13303
2021,11,Nov,55,Man- made staple fibres.,99808.69185
2021,11,Nov,58,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery.,24132.22139
2021,11,Nov,60,Knitted or crocheted fabrics.,235667.627
2021,11,Nov,64,"Footwear, gaiters and the like; parts of such articles.",27246.01641
2021,11,Nov,71,"Natural or cultured pearls, precious or semi-precious stones, precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin.",416876.5006
2021,11,Nov,73,Articles of iron or steel.,61874.16936
2021,11,Nov,76,Aluminium and articles thereof,53960.2039
2021,11,Nov,84,"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof.",144003.8948
2021,11,Nov,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers, television image and sound recorders and reproducers, and parts and accessories of such articles.",105602.0133
2021,11,Nov,87,"Vehicles other than railway or tramway rolling-stock, and parts and accessories thereof.",173861.4802
2021,11,Nov,96,Miscellaneous manufactured articles.,22425.87855
2021,11,Nov,99,Others,414674.8339
2021,10,Oct,23,Residues and waste from the food industries; prepared animal fodder.,26579.07653
2021,10,Oct,27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances;mineral waxes.",206603.7767
2021,10,Oct,30,Pharmaceutical products.,62737.87336
2021,10,Oct,31,Fertilisers.,29669.24495
2021,10,Oct,38,Miscellaneous chemical products.,31109.56798
2021,10,Oct,39,Plastics and articles thereof.,88393.50422
2021,10,Oct,41,Raw hides and skins (other than furskins) and leather.,33793.21741
2021,10,Oct,43,Furskins and artificial fur; manufactures thereof.,40090.44027
2021,10,Oct,48,"Paper and paperboard; articles of paper pulp, of paper or of paperboard.",41105.09764
2021,10,Oct,52,Cotton,43112.168
2021,10,Oct,55,Man- made staple fibres.,109907.3965
2021,10,Oct,58,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery.,22757.67863
2021,10,Oct,60,Knitted or crocheted fabrics.,270190.3246
2021,10,Oct,71,"Natural or cultured pearls, precious or semi-precious stones, precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin.",554510.9377
2021,10,Oct,73,Articles of iron or steel.,47899.53425
2021,10,Oct,76,Aluminium and articles thereof,35861.08555
2021,10,Oct,84,"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof.",126423.0314
2021,10,Oct,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers, television image and sound recorders and reproducers, and parts and accessories of such articles.",93058.11232
2021,10,Oct,87,"Vehicles other than railway or tramway rolling-stock, and parts and accessories thereof.",166103.2113
2021,10,Oct,96,Miscellaneous manufactured articles.,22141.44729
